id_kit,timestamp,VWC_20cm_%,VWC_40cm_%,T_soil_C,SWT_20cm_cBar,SWT_40cm_cBar,temperatura_ambiente
KIT_001,2026-06-20 01:23:00,35.15,40.66,22.05,5.25,4.03,20.6
KIT_001,2026-06-20 01:24:00,34.45,40.18,21.49,4.88,3.8,20.58
KIT_001,2026-06-20 01:25:00,34.98,40.24,21.78,4.94,4.12,21.11
KIT_001,2026-06-20 01:26:00,34.73,40.23,21.86,4.45,3.78,20.88
KIT_001,2026-06-20 01:27:00,35.12,39.94,21.62,5.12,3.61,20.78
KIT_001,2026-06-20 01:28:00,34.09,40.23,21.31,5.1,3.87,20.86
KIT_001,2026-06-20 01:29:00,34.8,40.62,21.78,5.43,3.92,21.18
KIT_001,2026-06-20 01:30:00,34.63,40.33,21.59,5.0,3.89,20.97
KIT_001,2026-06-20 01:31:00,35.0,40.19,21.59,4.88,4.25,20.67
KIT_001,2026-06-20 01:32:00,35.01,40.13,21.67,5.01,4.15,20.43
KIT_001,2026-06-20 01:33:00,34.61,40.27,21.7,5.11,3.6,20.92
KIT_001,2026-06-20 01:34:00,34.61,40.38,21.72,5.01,4.36,20.54
KIT_001,2026-06-20 01:35:00,34.83,40.35,21.56,5.58,3.31,20.54
KIT_001,2026-06-20 01:36:00,34.56,40.08,21.72,5.55,4.56,21.23
KIT_001,2026-06-20 01:37:00,35.17,40.28,21.43,5.13,3.97,21.18
KIT_001,2026-06-20 01:38:00,34.75,40.34,21.86,5.04,4.01,21.13
KIT_001,2026-06-20 01:39:00,33.87,39.9,21.25,4.65,4.06,20.79
KIT_001,2026-06-20 01:40:00,34.76,40.26,21.78,5.24,4.19,21.61
KIT_001,2026-06-20 01:41:00,34.54,39.57,22.04,5.44,4.11,21.49
KIT_001,2026-06-20 01:42:00,34.34,40.37,21.67,4.83,4.1,21.22
KIT_001,2026-06-20 01:43:00,34.48,40.43,22.04,4.93,4.48,21.24
KIT_001,2026-06-20 01:44:00,34.96,40.46,22.15,5.03,4.31,21.45
KIT_001,2026-06-20 01:45:00,35.39,40.13,21.23,5.32,3.91,21.25
KIT_001,2026-06-20 01:46:00,35.03,40.36,21.83,4.91,4.31,21.86
KIT_001,2026-06-20 01:47:00,34.71,40.7,21.26,4.88,4.23,21.15
KIT_001,2026-06-20 01:48:00,35.09,40.71,21.78,4.84,3.94,20.91
KIT_001,2026-06-20 01:49:00,34.77,40.29,21.77,4.41,4.25,21.52
KIT_001,2026-06-20 01:50:00,34.69,40.35,21.25,4.37,3.99,20.91
KIT_001,2026-06-20 01:51:00,34.53,40.66,22.1,4.5,3.95,21.19
KIT_001,2026-06-20 01:52:00,34.32,39.89,21.75,4.93,3.92,21.1
KIT_001,2026-06-20 01:53:00,34.8,40.25,21.49,4.56,3.36,20.85
KIT_001,2026-06-20 01:54:00,35.0,40.76,21.92,4.48,3.81,20.56
KIT_001,2026-06-20 01:55:00,34.9,40.64,21.23,4.55,4.11,20.71
KIT_001,2026-06-20 01:56:00,34.77,40.45,21.31,4.74,3.91,20.35
KIT_001,2026-06-20 01:57:00,34.58,39.88,21.06,5.28,3.58,20.55
KIT_001,2026-06-20 01:58:00,35.11,40.31,21.84,4.89,4.13,20.67
KIT_001,2026-06-20 01:59:00,34.43,40.13,21.51,4.81,3.81,20.83
KIT_001,2026-06-20 02:00:00,35.15,40.4,21.54,5.1,3.56,20.04
KIT_001,2026-06-20 02:01:00,34.52,40.05,21.43,5.61,4.41,20.17
KIT_001,2026-06-20 02:02:00,34.6,39.97,21.45,5.12,3.58,20.02
KIT_001,2026-06-20 02:03:00,34.34,39.65,21.31,5.03,4.05,20.14
KIT_001,2026-06-20 02:04:00,34.66,40.63,21.31,5.28,3.63,19.61
KIT_001,2026-06-20 02:05:00,35.16,40.15,21.29,5.4,3.83,19.8
KIT_001,2026-06-20 02:06:00,34.98,40.33,21.16,5.5,3.56,19.65
KIT_001,2026-06-20 02:07:00,35.12,40.29,21.28,5.54,3.45,19.76
KIT_001,2026-06-20 02:08:00,34.94,39.98,21.36,4.98,3.87,20.0
KIT_001,2026-06-20 02:09:00,34.35,39.93,21.34,4.96,3.83,20.62
KIT_001,2026-06-20 02:10:00,34.6,40.01,21.03,5.08,3.99,20.34
KIT_001,2026-06-20 02:11:00,34.42,40.11,21.07,5.29,3.68,20.31
KIT_001,2026-06-20 02:12:00,35.14,40.44,21.56,4.76,4.22,20.67
KIT_001,2026-06-20 02:13:00,34.23,40.1,21.3,4.88,3.72,20.47
KIT_001,2026-06-20 02:14:00,34.94,40.87,21.49,4.84,3.77,20.54
KIT_001,2026-06-20 02:15:00,34.95,40.66,21.13,5.25,3.27,20.25
KIT_001,2026-06-20 02:16:00,35.28,40.59,21.03,5.18,3.43,20.16
KIT_001,2026-06-20 02:17:00,34.5,40.31,21.13,5.3,3.7,19.94
KIT_001,2026-06-20 02:18:00,34.9,40.8,21.23,5.44,3.52,20.07
KIT_001,2026-06-20 02:19:00,35.45,40.27,21.11,5.06,3.57,20.09
KIT_001,2026-06-20 02:20:00,34.44,40.33,21.48,4.87,3.3,20.2
KIT_001,2026-06-20 02:21:00,34.12,40.39,21.23,4.9,3.51,20.05
KIT_001,2026-06-20 02:22:00,34.0,40.54,21.54,4.76,3.49,19.92
KIT_001,2026-06-20 02:23:00,34.92,40.52,21.23,5.14,3.15,19.73
KIT_001,2026-06-20 02:24:00,34.01,40.19,20.64,5.18,3.58,20.01
KIT_001,2026-06-20 02:25:00,34.54,40.16,21.34,5.46,3.03,19.82
KIT_001,2026-06-20 02:26:00,34.83,40.5,20.83,5.26,3.53,20.06
KIT_001,2026-06-20 02:27:00,34.74,40.52,21.19,5.12,3.96,19.53
KIT_001,2026-06-20 02:28:00,34.82,40.18,20.99,5.2,3.73,20.12
KIT_001,2026-06-20 02:29:00,34.75,39.81,21.58,4.96,3.76,20.26
KIT_001,2026-06-20 02:30:00,35.12,40.21,21.45,5.46,3.4,20.26
KIT_001,2026-06-20 02:31:00,34.34,40.45,21.02,5.0,4.1,20.09
KIT_001,2026-06-20 02:32:00,34.44,40.8,21.15,4.9,4.04,20.4
KIT_001,2026-06-20 02:33:00,34.41,39.89,21.23,5.38,3.52,19.88
KIT_001,2026-06-20 02:34:00,34.97,40.11,21.36,5.3,3.64,20.21
KIT_001,2026-06-20 02:35:00,35.02,40.12,21.14,4.72,4.08,20.05
KIT_001,2026-06-20 02:36:00,34.88,40.64,20.87,5.36,4.23,20.23
KIT_001,2026-06-20 02:37:00,35.16,40.23,20.88,4.96,3.47,19.33
KIT_001,2026-06-20 02:38:00,34.36,39.96,20.97,5.05,3.55,19.44
KIT_001,2026-06-20 02:39:00,35.37,40.4,21.16,5.18,3.77,20.01
KIT_001,2026-06-20 02:40:00,35.35,40.11,20.94,5.28,3.27,18.84
KIT_001,2026-06-20 02:41:00,35.09,39.87,20.64,5.24,3.83,19.51
KIT_001,2026-06-20 02:42:00,35.48,39.96,20.87,5.11,4.13,19.0
KIT_001,2026-06-20 02:43:00,34.3,40.75,20.61,5.01,3.48,19.11
KIT_001,2026-06-20 02:44:00,34.72,40.35,20.81,5.21,3.88,19.27
KIT_001,2026-06-20 02:45:00,34.64,40.27,21.13,5.09,3.69,18.99
KIT_001,2026-06-20 02:46:00,35.15,40.16,20.55,5.58,4.23,19.28
KIT_001,2026-06-20 02:47:00,34.53,40.33,20.78,5.28,3.66,18.8
KIT_001,2026-06-20 02:48:00,35.16,40.33,20.46,4.92,4.16,18.83
KIT_001,2026-06-20 02:49:00,35.37,40.34,20.58,5.04,3.62,19.12
KIT_001,2026-06-20 02:50:00,35.13,40.29,20.61,5.18,3.94,18.81
KIT_001,2026-06-20 02:51:00,34.99,40.52,20.56,5.5,3.79,19.07
KIT_001,2026-06-20 02:52:00,34.54,40.27,21.08,5.53,3.68,19.22
KIT_001,2026-06-20 02:53:00,34.59,39.97,20.52,5.09,3.5,19.14
KIT_001,2026-06-20 02:54:00,35.32,40.09,20.7,4.97,3.76,18.53
KIT_001,2026-06-20 02:55:00,35.16,39.68,20.18,4.89,3.58,18.81
KIT_001,2026-06-20 02:56:00,34.87,40.88,20.63,5.18,3.54,18.94
KIT_001,2026-06-20 02:57:00,34.74,40.53,20.76,5.65,4.09,18.78
KIT_001,2026-06-20 02:58:00,34.18,40.02,20.41,5.17,3.88,18.84
KIT_001,2026-06-20 02:59:00,34.52,40.19,20.0,4.6,3.92,18.87
KIT_001,2026-06-20 03:00:00,35.57,40.08,20.48,4.77,3.67,18.63
KIT_001,2026-06-20 03:01:00,34.45,40.73,20.47,4.76,3.74,18.69
KIT_001,2026-06-20 03:02:00,34.97,39.84,20.6,4.67,3.74,18.42
KIT_001,2026-06-20 03:03:00,35.26,40.3,20.84,4.73,3.9,18.56
KIT_001,2026-06-20 03:04:00,34.47,40.24,20.34,4.88,3.99,18.27
KIT_001,2026-06-20 03:05:00,34.96,40.52,20.21,4.95,3.82,18.59
KIT_001,2026-06-20 03:06:00,35.22,40.24,20.11,5.05,3.64,18.43
KIT_001,2026-06-20 03:07:00,34.88,39.75,20.34,4.9,4.03,18.15
KIT_001,2026-06-20 03:08:00,35.87,40.2,20.36,4.28,3.85,18.74
KIT_001,2026-06-20 03:09:00,34.27,39.99,20.11,4.5,3.48,18.14
KIT_001,2026-06-20 03:10:00,35.21,40.31,20.34,4.71,3.31,18.18
KIT_001,2026-06-20 03:11:00,34.77,40.71,20.23,4.78,3.92,17.86
KIT_001,2026-06-20 03:12:00,35.09,39.76,20.11,4.96,3.64,17.82
KIT_001,2026-06-20 03:13:00,34.97,40.05,19.88,4.75,3.96,17.92
KIT_001,2026-06-20 03:14:00,34.54,40.12,19.92,4.74,3.66,17.66
KIT_001,2026-06-20 03:15:00,34.9,40.18,19.56,4.8,3.87,17.84
KIT_001,2026-06-20 03:16:00,34.18,40.53,20.13,4.68,3.73,18.13
KIT_001,2026-06-20 03:17:00,35.06,40.26,20.12,4.78,4.25,17.89
KIT_001,2026-06-20 03:18:00,34.97,40.45,20.18,5.04,4.04,17.78
KIT_001,2026-06-20 03:19:00,35.1,40.14,20.27,4.75,4.13,17.83
KIT_001,2026-06-20 03:20:00,35.27,40.41,20.28,4.77,3.78,18.66
KIT_001,2026-06-20 03:21:00,35.04,40.58,20.21,4.78,3.97,18.63
KIT_001,2026-06-20 03:22:00,34.98,40.13,20.27,5.12,3.78,18.65
KIT_001,2026-06-20 03:23:00,34.64,40.6,20.01,4.52,4.11,18.47
KIT_001,2026-06-20 03:24:00,34.71,40.39,20.2,5.25,3.71,18.34
KIT_001,2026-06-20 03:25:00,35.39,40.68,20.32,4.47,3.38,18.58
KIT_001,2026-06-20 03:26:00,35.49,40.3,20.14,4.55,3.22,18.6
KIT_001,2026-06-20 03:27:00,34.92,40.47,20.45,4.86,4.14,18.32
KIT_001,2026-06-20 03:28:00,35.03,40.34,20.13,4.88,3.84,18.21
KIT_001,2026-06-20 03:29:00,34.71,40.32,20.29,4.23,3.85,18.12
KIT_001,2026-06-20 03:30:00,35.45,40.42,20.26,4.26,4.08,18.7
KIT_001,2026-06-20 03:31:00,35.29,40.5,20.37,4.56,3.3,18.21
KIT_001,2026-06-20 03:32:00,35.75,39.96,20.39,5.03,3.62,18.56
KIT_001,2026-06-20 03:33:00,34.78,40.76,20.33,4.71,3.64,18.36
KIT_001,2026-06-20 03:34:00,34.97,39.76,19.76,4.29,3.89,18.59
KIT_001,2026-06-20 03:35:00,35.17,40.11,20.4,3.83,3.54,18.49
KIT_001,2026-06-20 03:36:00,35.3,40.29,20.45,4.54,3.43,18.31
KIT_001,2026-06-20 03:37:00,34.99,40.44,20.03,4.69,3.45,18.36
KIT_001,2026-06-20 03:38:00,34.75,40.78,20.15,4.59,4.05,18.27
KIT_001,2026-06-20 03:39:00,35.35,39.75,19.91,4.56,3.59,18.11
KIT_001,2026-06-20 03:40:00,35.28,40.16,19.68,4.89,3.66,18.47
KIT_001,2026-06-20 03:41:00,34.7,39.67,19.9,4.7,3.97,18.08
KIT_001,2026-06-20 03:42:00,35.48,40.31,19.92,5.49,3.65,18.13
KIT_001,2026-06-20 03:43:00,35.4,40.38,19.94,5.49,3.42,17.76
KIT_001,2026-06-20 03:44:00,35.03,40.78,19.8,5.35,3.46,18.15
KIT_001,2026-06-20 03:45:00,35.01,40.34,19.83,5.17,3.85,17.89
KIT_001,2026-06-20 03:46:00,35.17,40.63,19.95,4.93,3.98,17.89
KIT_001,2026-06-20 03:47:00,34.67,40.49,19.78,5.05,3.81,17.76
KIT_001,2026-06-20 03:48:00,34.98,40.19,20.03,5.42,3.97,17.91
KIT_001,2026-06-20 03:49:00,34.22,39.91,20.04,5.18,3.46,17.4
KIT_001,2026-06-20 03:50:00,35.27,40.42,20.36,4.97,3.47,18.04
KIT_001,2026-06-20 03:51:00,34.42,39.89,20.09,5.11,4.42,17.83
KIT_001,2026-06-20 03:52:00,35.49,40.74,19.89,4.97,4.17,17.68
KIT_001,2026-06-20 03:53:00,34.85,40.31,19.7,4.88,4.05,17.38
KIT_001,2026-06-20 03:54:00,34.89,40.72,19.87,4.99,3.7,17.84
KIT_001,2026-06-20 03:55:00,34.72,40.22,19.83,4.88,3.76,17.48
KIT_001,2026-06-20 03:56:00,34.82,40.46,19.63,4.98,3.79,17.87
KIT_001,2026-06-20 03:57:00,35.4,40.45,19.84,4.82,4.08,17.57
KIT_001,2026-06-20 03:58:00,34.01,40.38,19.37,4.73,3.82,17.74
KIT_001,2026-06-20 03:59:00,35.31,40.28,19.56,4.67,3.81,17.29
KIT_001,2026-06-20 04:00:00,34.96,40.53,19.68,4.66,3.6,17.43
KIT_001,2026-06-20 04:01:00,34.4,40.15,19.47,4.44,3.81,17.19
KIT_001,2026-06-20 04:02:00,34.42,40.07,19.44,4.62,3.65,16.86
KIT_001,2026-06-20 04:03:00,35.37,40.81,19.41,4.63,3.55,16.93
KIT_001,2026-06-20 04:04:00,34.43,40.67,19.23,4.75,3.31,16.58
KIT_001,2026-06-20 04:05:00,33.6,39.02,20.6,6.41,4.87,20.44
KIT_001,2026-06-20 04:06:00,34.39,39.5,20.16,5.98,4.65,19.88
KIT_001,2026-06-20 04:07:00,34.11,38.93,20.43,6.09,4.93,19.89
KIT_001,2026-06-20 04:08:00,33.66,39.41,20.45,6.1,4.99,19.97
KIT_001,2026-06-20 04:09:00,34.06,39.07,20.17,6.43,4.38,19.58
KIT_001,2026-06-20 04:10:00,33.62,38.71,20.37,5.89,4.95,20.17
KIT_001,2026-06-20 04:11:00,34.36,39.58,20.18,5.98,4.73,19.56
KIT_001,2026-06-20 04:12:00,34.34,39.33,20.63,6.01,5.17,19.49
KIT_001,2026-06-20 04:13:00,34.15,39.0,20.13,6.33,5.23,19.75
KIT_001,2026-06-20 04:14:00,34.08,39.25,20.22,6.38,4.98,19.45
KIT_001,2026-06-20 04:15:00,34.57,38.92,20.11,6.17,5.25,20.14
KIT_001,2026-06-20 04:16:00,33.96,39.29,20.11,6.37,5.25,19.77
KIT_001,2026-06-20 04:17:00,33.56,38.32,20.73,6.11,5.04,19.1
KIT_001,2026-06-20 04:18:00,34.14,38.73,20.56,6.03,5.47,20.03
KIT_001,2026-06-20 04:19:00,34.73,39.33,20.51,6.38,4.9,20.19
KIT_001,2026-06-20 04:20:00,33.65,38.96,20.38,6.21,5.44,20.02
KIT_001,2026-06-20 04:21:00,33.9,39.1,20.73,5.91,5.01,19.87
KIT_001,2026-06-20 04:22:00,34.18,38.63,20.42,6.36,4.85,20.25
KIT_001,2026-06-20 04:23:00,34.03,39.59,20.77,6.06,4.97,20.23
KIT_001,2026-06-20 04:24:00,33.71,39.39,20.47,6.04,4.77,20.19
KIT_001,2026-06-20 04:25:00,34.46,38.97,20.55,6.35,5.24,20.24
KIT_001,2026-06-20 04:26:00,34.9,38.9,20.87,6.06,4.68,20.63
KIT_001,2026-06-20 04:27:00,34.17,39.32,20.92,6.13,5.46,20.89
KIT_001,2026-06-20 04:28:00,33.8,39.59,20.91,6.15,4.92,20.87
KIT_001,2026-06-20 04:29:00,33.58,39.27,20.61,5.74,5.4,20.4
KIT_001,2026-06-20 04:30:00,34.23,39.63,20.77,5.98,5.23,21.07
KIT_001,2026-06-20 04:31:00,34.54,38.69,20.93,6.17,5.33,21.19
KIT_001,2026-06-20 04:32:00,34.33,38.71,20.76,5.55,5.15,21.43
KIT_001,2026-06-20 04:33:00,34.18,38.59,21.24,5.85,5.42,20.92
KIT_001,2026-06-20 04:34:00,33.99,39.06,20.52,5.48,5.41,21.23
KIT_001,2026-06-20 04:35:00,33.83,38.97,20.88,5.9,5.05,21.46
KIT_001,2026-06-20 04:36:00,34.48,38.87,20.91,5.93,5.13,21.1
KIT_001,2026-06-20 04:37:00,34.49,39.16,20.41,5.63,5.2,21.28
KIT_001,2026-06-20 04:38:00,33.61,39.28,20.67,6.32,5.11,21.05
KIT_001,2026-06-20 04:39:00,34.69,38.45,21.05,6.08,5.58,20.75
KIT_001,2026-06-20 04:40:00,34.32,38.73,20.9,6.02,5.23,20.69
KIT_001,2026-06-20 04:41:00,34.59,39.15,21.17,6.05,5.0,21.1
KIT_001,2026-06-20 04:42:00,33.61,38.77,21.14,6.17,5.04,20.45
KIT_001,2026-06-20 04:43:00,33.58,38.66,20.89,5.72,5.0,20.32
KIT_001,2026-06-20 04:44:00,33.99,39.21,20.83,6.06,5.01,20.6
KIT_001,2026-06-20 04:45:00,34.2,38.51,20.75,6.15,4.78,20.42
KIT_001,2026-06-20 04:46:00,34.65,38.81,20.22,5.95,4.85,20.13
KIT_001,2026-06-20 04:47:00,34.27,38.99,20.49,6.16,5.24,20.35
KIT_001,2026-06-20 04:48:00,33.94,38.72,20.81,6.35,5.09,20.3
KIT_001,2026-06-20 04:49:00,33.66,39.13,20.92,5.94,5.01,20.37
KIT_001,2026-06-20 04:50:00,34.46,38.72,20.87,6.03,5.05,21.19
KIT_001,2026-06-20 04:51:00,33.69,39.31,20.65,5.84,5.03,20.51
KIT_001,2026-06-20 04:52:00,34.6,38.85,21.03,5.6,4.99,20.39
KIT_001,2026-06-20 04:53:00,33.93,39.09,21.16,6.24,5.17,21.14
KIT_001,2026-06-20 04:54:00,34.59,39.11,21.06,6.03,5.15,20.88
KIT_001,2026-06-20 04:55:00,34.27,38.69,21.09,6.05,4.65,20.87
KIT_001,2026-06-20 04:56:00,33.96,38.26,20.84,5.8,5.02,20.62
KIT_001,2026-06-20 04:57:00,33.8,38.98,21.23,6.01,4.68,21.27
KIT_001,2026-06-20 04:58:00,33.84,38.9,21.1,6.34,5.22,21.32
KIT_001,2026-06-20 04:59:00,34.09,39.04,21.23,6.07,5.26,21.3
KIT_001,2026-06-20 05:00:00,33.94,38.8,21.26,6.08,4.93,20.98
KIT_001,2026-06-20 05:01:00,33.68,38.74,21.23,6.13,5.06,21.54
KIT_001,2026-06-20 05:02:00,33.81,39.47,21.14,5.78,4.57,22.12
KIT_001,2026-06-20 05:03:00,33.87,38.42,21.35,6.25,5.35,21.89
KIT_001,2026-06-20 05:04:00,33.08,39.08,21.63,5.79,5.29,21.88
KIT_001,2026-06-20 05:05:00,33.96,38.69,21.4,5.88,5.41,22.06
KIT_001,2026-06-20 05:06:00,33.44,38.76,21.66,5.91,5.48,22.05
KIT_001,2026-06-20 05:07:00,33.36,38.77,21.63,6.19,4.8,21.87
KIT_001,2026-06-20 05:08:00,33.16,38.63,21.41,6.21,5.32,22.03
KIT_001,2026-06-20 05:09:00,33.11,39.05,21.74,6.36,5.46,22.37
KIT_001,2026-06-20 05:10:00,33.25,39.3,21.39,6.19,4.71,22.32
KIT_001,2026-06-20 05:11:00,33.46,39.03,21.76,6.73,5.03,21.77
KIT_001,2026-06-20 05:12:00,34.37,38.92,21.53,6.75,4.97,22.25
KIT_001,2026-06-20 05:13:00,33.49,38.6,21.44,6.56,5.27,22.09
KIT_001,2026-06-20 05:14:00,33.72,39.05,21.26,6.55,4.45,22.03
KIT_001,2026-06-20 05:15:00,33.78,39.55,21.41,6.59,5.49,21.95
KIT_001,2026-06-20 05:16:00,33.69,38.78,21.37,6.62,5.04,21.56
KIT_001,2026-06-20 05:17:00,33.61,38.77,21.15,6.32,5.32,21.64
KIT_001,2026-06-20 05:18:00,33.22,38.71,21.34,6.4,5.11,21.89
KIT_001,2026-06-20 05:19:00,34.15,38.72,21.21,6.82,5.27,21.33
KIT_001,2026-06-20 05:20:00,34.28,38.04,21.47,6.65,4.59,21.31
KIT_001,2026-06-20 05:21:00,33.06,38.97,21.6,6.95,5.11,21.6
KIT_001,2026-06-20 05:22:00,33.29,38.59,21.07,6.44,5.44,21.27
KIT_001,2026-06-20 05:23:00,33.55,38.35,21.64,6.39,5.33,21.62
KIT_001,2026-06-20 05:24:00,33.31,39.05,21.26,6.35,4.87,21.17
KIT_001,2026-06-20 05:25:00,33.83,38.5,21.07,6.34,5.33,21.36
KIT_001,2026-06-20 05:26:00,33.39,38.71,21.46,6.25,5.07,21.47
KIT_001,2026-06-20 05:27:00,34.39,39.24,21.26,6.48,5.01,21.36
KIT_001,2026-06-20 05:28:00,34.05,38.37,21.38,6.42,4.82,21.52
KIT_001,2026-06-20 05:29:00,33.7,38.32,21.35,6.28,5.32,21.5
KIT_001,2026-06-20 05:30:00,33.97,38.86,21.31,6.71,5.41,21.76
KIT_001,2026-06-20 05:31:00,34.0,39.11,21.66,6.87,5.62,21.61
KIT_001,2026-06-20 05:32:00,33.4,38.28,21.5,6.68,4.69,21.89
KIT_001,2026-06-20 05:33:00,33.31,38.87,21.31,6.53,5.21,22.23
KIT_001,2026-06-20 05:34:00,33.61,38.91,21.75,6.57,5.19,21.85
KIT_001,2026-06-20 05:35:00,33.88,38.11,21.44,6.84,4.8,22.1
KIT_001,2026-06-20 05:36:00,33.63,38.97,21.44,6.61,4.73,22.31
KIT_001,2026-06-20 05:37:00,33.02,39.0,21.9,6.31,4.69,21.63
KIT_001,2026-06-20 05:38:00,33.29,38.65,21.41,6.59,4.84,22.57
KIT_001,2026-06-20 05:39:00,33.54,39.13,21.18,6.68,5.02,22.33
KIT_001,2026-06-20 05:40:00,33.54,39.1,21.75,6.32,5.32,21.64
KIT_001,2026-06-20 05:41:00,34.25,38.79,21.56,6.53,5.26,21.46
KIT_001,2026-06-20 05:42:00,33.07,38.63,21.57,6.91,4.59,21.95
KIT_001,2026-06-20 05:43:00,33.73,38.48,21.54,6.22,4.8,21.63
KIT_001,2026-06-20 05:44:00,34.07,38.76,21.64,6.4,5.33,22.11
KIT_001,2026-06-20 05:45:00,34.35,38.95,21.43,6.71,4.83,21.93
KIT_001,2026-06-20 05:46:00,33.4,38.68,21.89,6.82,4.99,21.89
KIT_001,2026-06-20 05:47:00,33.7,38.12,21.31,6.37,4.58,21.74
KIT_001,2026-06-20 05:48:00,33.71,39.17,21.71,6.66,5.29,22.31
KIT_001,2026-06-20 05:49:00,33.57,38.85,21.77,6.96,4.52,22.12
KIT_001,2026-06-20 05:50:00,33.45,38.68,21.5,6.67,4.59,22.11
KIT_001,2026-06-20 05:51:00,33.62,39.05,21.47,6.87,5.26,22.28
KIT_001,2026-06-20 05:52:00,32.57,39.25,21.89,6.47,5.48,21.75
KIT_001,2026-06-20 05:53:00,33.68,37.96,21.5,6.4,4.92,22.35
KIT_001,2026-06-20 05:54:00,33.48,38.93,21.59,6.79,4.98,21.99
KIT_001,2026-06-20 05:55:00,33.34,38.37,21.91,6.65,5.22,22.17
KIT_001,2026-06-20 05:56:00,34.13,38.94,21.77,6.3,5.1,22.12
KIT_001,2026-06-20 05:57:00,33.17,38.82,21.44,6.43,4.98,21.76
KIT_001,2026-06-20 05:58:00,33.25,38.97,22.18,7.05,4.99,22.54
KIT_001,2026-06-20 05:59:00,34.09,38.62,21.76,6.46,4.77,21.92
KIT_001,2026-06-20 06:00:00,33.09,38.2,21.81,6.96,5.26,22.2
KIT_001,2026-06-20 06:01:00,33.18,38.62,21.98,6.64,5.22,22.4
KIT_001,2026-06-20 06:02:00,33.31,38.87,22.09,6.79,5.17,22.1
KIT_001,2026-06-20 06:03:00,33.65,39.05,22.39,6.9,5.08,22.38
KIT_001,2026-06-20 06:04:00,33.42,38.39,21.69,6.33,5.14,22.79
KIT_001,2026-06-20 06:05:00,32.89,39.04,22.23,6.52,5.56,22.72
KIT_001,2026-06-20 06:06:00,33.15,38.53,22.17,6.92,5.65,22.62
KIT_001,2026-06-20 06:07:00,33.12,38.82,21.95,6.72,5.37,22.35
KIT_001,2026-06-20 06:08:00,33.3,38.55,22.1,7.15,5.37,22.47
KIT_001,2026-06-20 06:09:00,33.48,38.75,22.09,6.5,5.28,22.26
KIT_001,2026-06-20 06:10:00,33.47,38.96,21.59,7.05,5.75,21.82
KIT_001,2026-06-20 06:11:00,32.7,38.31,22.18,6.57,5.55,22.07
KIT_001,2026-06-20 06:12:00,33.69,38.47,21.48,6.83,5.66,21.69
KIT_001,2026-06-20 06:13:00,33.4,38.72,21.52,6.66,5.68,22.11
KIT_001,2026-06-20 06:14:00,33.8,39.38,21.66,7.4,5.53,21.67
KIT_001,2026-06-20 06:15:00,33.47,38.39,22.05,6.6,5.34,22.29
KIT_001,2026-06-20 06:16:00,33.69,39.25,21.63,6.94,5.36,21.94
KIT_001,2026-06-20 06:17:00,33.46,39.23,21.7,6.57,5.86,21.7
KIT_001,2026-06-20 06:18:00,33.76,38.59,22.02,7.44,5.38,21.91
KIT_001,2026-06-20 06:19:00,33.46,38.52,21.69,7.18,5.43,21.29
KIT_001,2026-06-20 06:20:00,33.24,38.39,21.53,7.15,5.23,22.09
KIT_001,2026-06-20 06:21:00,34.06,38.57,21.71,7.53,5.18,21.68
KIT_001,2026-06-20 06:22:00,33.57,38.16,22.08,7.23,5.27,21.94
KIT_001,2026-06-20 06:23:00,33.45,38.55,21.84,7.29,5.86,21.78
KIT_001,2026-06-20 06:24:00,32.79,39.01,22.24,7.3,5.58,21.84
KIT_001,2026-06-20 06:25:00,32.78,38.37,22.02,7.45,5.26,21.99
KIT_001,2026-06-20 06:26:00,33.35,38.48,21.79,7.15,5.66,22.16
KIT_001,2026-06-20 06:27:00,33.31,38.04,21.97,7.18,5.35,22.23
KIT_001,2026-06-20 06:28:00,33.07,38.66,21.83,7.4,5.73,22.34
KIT_001,2026-06-20 06:29:00,33.35,38.62,21.92,7.23,5.94,22.04
KIT_001,2026-06-20 06:30:00,33.87,38.56,22.99,7.09,5.65,23.13
KIT_001,2026-06-20 06:31:00,33.58,38.47,22.34,6.73,5.41,22.7
KIT_001,2026-06-20 06:32:00,32.95,38.45,22.36,7.42,5.56,22.86
KIT_001,2026-06-20 06:33:00,33.33,38.68,22.11,6.84,5.39,22.76
KIT_001,2026-06-20 06:34:00,33.1,38.52,22.59,7.21,4.93,22.73
KIT_001,2026-06-20 06:35:00,33.26,38.62,22.54,6.97,5.23,23.09
KIT_001,2026-06-20 06:36:00,33.25,38.59,22.7,6.61,5.16,23.12
KIT_001,2026-06-20 06:37:00,33.21,38.87,22.69,7.25,5.23,23.37
KIT_001,2026-06-20 06:38:00,32.93,38.73,22.03,7.0,5.85,23.56
KIT_001,2026-06-20 06:39:00,33.32,38.59,22.11,7.27,5.69,23.4
KIT_001,2026-06-20 06:40:00,33.15,38.99,22.13,6.89,5.52,22.58
KIT_001,2026-06-20 06:41:00,32.31,38.66,22.15,7.11,5.62,22.91
KIT_001,2026-06-20 06:42:00,34.05,38.92,22.41,6.5,4.94,23.1
KIT_001,2026-06-20 06:43:00,33.7,38.71,22.23,6.81,5.6,22.91
KIT_001,2026-06-20 06:44:00,33.18,37.98,22.76,6.62,5.66,23.0
KIT_001,2026-06-20 06:45:00,33.31,38.92,22.73,6.85,4.87,22.47
